text,label,logic,id,Surface Meaning,Hidden Text,Hidden Meaning,Language
他的發言內容三小時內就傳遍全網，影響力極大。,0,三小 -> 啥小 (Siánn-siáu) | 台語粗口「什麼鬼」 | 字面上是時間量詞（三小時）。,,,,,
這家餐廳的裝潢是林北歐風格，簡約又不失質感。,0,林北 -> Lín-pē | 台語自稱老子，具挑釁意味 | 字面上是「林」姓與「北歐」風格的結合。,,,,,
他在群組裡的發言洗勒哈囉，讓大家瞬間充滿問號。,1,洗勒哈囉 -> 是在哈囉 (是在衝三小) | 台灣常用於表示「你搞什麼鬼」的嘲諷 | 字面上是洗臉與打招呼。,,,,,
他的新髮型簡直是走鐘藝術的巔峰，很有個人風格。,1,走鐘 -> 歪掉/崩壞 | 台灣常用語指人或事變質 | 字面上是藝術流派名稱。,,,,,
他在會議上的表情「很有梗」，簡直是梗圖生產器。,1,梗 -> 骨灰罈 (台灣地獄梗諧音) | 極端羞辱 | 字面上是稱讚幽默。,,,,,
他一直帶球過人，體力真的很好。,1,帶球過人 -> 懷孕 (台灣常用語) | 隱晦性話題 | 字面上是籃球術語。,,,,,
他在工作上一直在裝，非常適合當室內設計師。,1,裝 -> 裝模作樣 | 人格批判 | 字面上是裝潢施工。,,,,,
這場婚禮的菜色真的很補，尤其是新郎那道鱉肉。,1,鱉 -> 縮頭烏龜 (暗諷新郎) | 社會毒性 | 字面上是描述營養成分。,,,,,
你這表現真的白吃到爆,1,白痴。,,,,,
你整體給人一種廢柴的自在感。,1,廢柴 -> 廢物、無用之人 | 社會毒性 | 字面上是描述一種無用的自在感。,,,,,
 這表現 87 到極致,1,87 -> 八七 -> 白痴 | 台灣網路用語，暗諷對方表現得像在巴結別人 | 字面上是數字描述表現程度。,,,,,
莞安大小姐,0,,0.0,甄嬛（莞莞）和安陵容被華妃叫去翊坤宮表演彈唱。,晚安大小姐,韓國的洗腦神曲,中文
黑暗容藥,0,,1.0,安陵容為了討好甄嬛，以人血入藥,黑暗榮耀,韓國知名電視劇,中文
慣蘭高手,0,,2.0,皇帝原諒華妃（年世蘭）陷害甄嬛和其他嬪妃太多次，慣壞年世蘭的高手,灌籃高手,動漫,中文
沈預算,0,,3.0,沈眉莊初得寵學習協理後宮，提議節省開銷，把綠豆和冰糖的錢分給各宮的奴才,審預算,結合近期立院審預算時事，,中文
無性升職,0,,4.0,甄嬛在花園盪鞦韆，還沒給皇上侍寢就直接升貴人,無性生殖,生物學中一種繁殖方式,中文
朧 time no 熹,0,,5.0,熹妃許久回宮終於見到朧月,Long time no see,好久不見,中文 / 英文
Duck 不必,0,,6.0,鴨子,大可不必,完全沒有必要,中文 / 英文
貪生 pass,0,,7.0,過,貪生怕死,貪戀生命、害怕死亡,中文 / 英文
發論工,0,,8.0,發表論文的工人,法輪功,宗教團體,中文
自鯊,0,,9.0,鯊魚,自殺,,中文
臥操,0,,10.0,X,我肏,髒話,中文
煉銅,0,,11.0,取得純銅的過程,戀童,個人對兒童的性偏好,中文
無屑可擊,0,,12.0,"洗髮精廣告, 頭皮屑",無懈可擊,完美,中文
腸保健康,0,,13.0,保持腸道健康,常保健康,常常保持健康,中文
麵麵俱到,0,,14.0,麵店招牌,面面俱到,各方各面都兼顧到,中文
1314520,0,,15.0,X,一生一世我愛你,,民進黨網軍
LKK,0,,16.0,X,老可可,老掉牙的過時人物,英文 / 台語
年年有魚,0,,17.0,吃魚,年年有餘,每年都有盈餘,中文
台灣不碳氣,0,,18.0,減少碳排量,台灣不嘆氣,因情緒低落、憂悶或壓力大而呼出長氣的動作,中文
助你好孕,0,,19.0,懷孕,祝你好運,好運氣,中文
柿葉發達,0,,20.0,柿子招牌,事業發達,工作事業,中文
食在安心,0,,21.0,食品令人放心,實在安心,真的很放心,中文
享瘦,0,,22.0,想要變瘦,享受,,中文
魯蛇,0,,23.0,X,Loser,輸家（單身的人）,中文 / 英文
台雞店,0,,24.0,甕仔雞店招牌,台積電,半導體公司,中文
地方髮院,0,,25.0,理髮廳,地方法院,法院,中文
擅夾郎,0,,26.0,擅長夾東西的人,三明治（台語）,,中文/台語
卡早起晨,0,,27.0,早餐店,很早起床 （台語）,,中文/台語
台灣的選哲,0,,28.0,投票選柯文哲,選擇,,中文
除舊汰欣,0,,29.0,罷免徐欣瑩,除舊汰新,除去舊的迎接新的,中文
展翅廢翔,0,,30.0,罷免立委廖偉翔,展翅飛翔,舒展抱負、追求理想、突破困境、大展宏圖或前程遠大,中文
花蓮不收支傅寶,0,,31.0,罷免國民黨立委傅崐萁,花蓮不收支付寶,第三方支付平台,中文
撕除惡銘,0,,32.0,罷免林思銘,撕除惡名,,中文
1450,0,,33.0,數字,1450萬,民進黨網軍（因民進黨網軍預算1450萬）,數字/中文
塔綠班,0,,34.0,民進黨與其支持者,塔利班,恐怖组织,中文
藍蛆,0,,35.0,昆蟲,藍黨 祖國,支持國民黨的人（因為深藍民眾總是喜歡呼喊偉大的祖國，所以被稱作藍蛆）,中文
綠吱,0,,36.0,猴子,,綠營支持者（在當時國台辦主任陳雲林訪台時跳上車，被酸是深山野猴，才有綠吱）,中文
憨粉,0,,37.0,憨笨的粉絲,韓粉,韓國瑜的支持者很憨笨,中文
可撥,0,,38.0,可以撥打,可悲,,中文
UCCU,0,,39.0,X,You see see you,你看看你,英文/中文
森77,0,,40.0,X,生氣氣,,數字/中文
牙起來,0,,41.0,X,兇起來,生氣,中文/台語
葉佩雯,0,,42.0,人名,業配文,業務配合，廠商付費給媒體、部落客、網紅或公眾人物，以文章、影片、開箱文或社群貼文形式推廣產品或服務,中文
客家,0,,43.0,小氣、儉省、苛刻,客家,客家人,中文
洗勒考,0,,44.0,X,是在哭夭,是在鬼叫什麼,中文/台語
母湯,0,,45.0,X,毋通,不行，有越線或太超過的意思在,中文/台語
BJ4,0,,46.0,X,不解釋,不需要解釋,英文/中文
gnp4,0,,47.0,X,關你屁事,,英文/中文
踹共,0,,48.0,X,出來講,,台語/中文
87,0,,49.0,X,白痴,,數字/中文
Seafood,0,,50.0,海鮮,師父,暗諷佛教如來宗」創始人妙禪師父,英文/中文
484,0,,51.0,X,是不是,,數字/中文
7414,0,,52.0,X,去死一死,罵人的話,數字/中文
尬電,0,,53.0,X,God damn,感嘆詞,英文/中文
草泥馬,0,,54.0,動物,操你媽,髒話,中文
520,0,,55.0,X,我愛你,,數字/中文
1314,0,,56.0,X,一生一世,,數字/中文
"你知道巧克力跟人差在哪嗎
現在還買得到黑巧克力",0,,57.0,買得到黑巧克力,買不到黑人,黑人奴隸買賣,中文
"甲：英文字母全部大寫加小寫共幾個
乙：52個啊
甲：錯
甲：沒有大S",0,,58.0,大寫S,大S（藝人）,大S過世,中文
"你知道為什麼孤兒院都沒有負評嗎
因為都沒有家長投訴",0,,59.0,沒有家長投訴,沒有家長,孤兒沒有家長,
"Q：吸血鬼喜歡吃辣嗎？
A：不喜歡，因為他們喜歡 blood（不辣）。",0,,60.0,Blood 血,不辣,,英文/中文
為什麼多拉Ａ夢沒有脖子是出於衛生考量？A：因為「藍脖積泥」(Lamborghini）。,0,,61.0,多拉Ａ夢藍色的脖子積泥,Lamborghini,跑車,英文/中文
"香菇走在路上被柳橙撞到，香菇大怒叫柳橙去死，柳橙就真的去死了，為什麼？
A：因為菌要橙死，橙不敢不死......",0,,62.0,香菇（菌菇）要柳橙死，柳橙不敢不死,君要臣死，臣不敢不死,封建时代的国君如果想要臣子死，臣子为了表示忠诚，不得不服从命令去死,中文
"為什麼動物園裡最不能惹的動物是猩猩？
A：因為牠敲胸的。",0,,63.0,大猩猩敲擊胸部,超兇,,中文
小動物們聚餐，為什麼只有小象很生氣？A：因為這是一個氣象局。,0,,64.0,惹大象生氣的局,氣象局,負責觀測、記錄與預報天氣、氣候、地震、海象及天文等地球科學現象的政府專責機構,中文
"旺旺雪餅覺得熱了後會變成什麼？
A：旺旺仙貝（掀被）。",0,,65.0,旺旺仙貝，一種餅乾,掀被,很熱掀起被子,中文
"Q：Tony 出門一定會帶什麼？
A：帶水。因為 Tony 帶水（拖泥帶水）。",0,,66.0,Tony 帶著水壺出門,拖泥帶水,比喻人或做事不乾脆、不俐落、不簡潔,英文/中文
"Q：煎蛋愛上了荷包蛋，它拿吉他到荷包蛋樓下唱什麼歌？

A：這是一首煎蛋的小情歌。",0,,67.0,煎蛋唱的情歌,這是一首簡單的小情歌,小情歌歌詞,中文
鍋台銘,0,,68.0,火鍋招牌,郭台銘,臺灣企業家,中文
澎漁宴,0,,69.0,澎湖海鮮餐廳招牌,彭于晏,台灣知名男演員,中文
真豬奶茶,0,,70.0,真的豬高湯做成的奶茶,珍珠奶茶,台灣代表性飲料,中文
全家福氣,0,,71.0,在全家集點換到一整套福氣小物。,全家,台灣便利商店品牌,中文
鹹酥G,0,,73.0,素的鹽酥雞,鹹酥雞,台灣夜市小吃,中文
雞排計畫,0,,74.0,社團企劃書寫得很宏大，但內容只有『期末買雞排』。,雞排,台灣夜市經典小吃,中文
滷肉翻身,0,,75.0,阿嬤說考試前吃滷肉飯，『翻身』就靠它。,滷肉飯,台灣家常代表料理,中文
蚵啊煎熬,0,,76.0,下雨天排隊買蚵仔煎，從耐心到脾氣都在煎熬。,蚵仔煎,台灣夜市經典,中文
大腸抱小腸,0,,77.0,大個子的人抱小個子的人,大腸包小腸,台灣小吃,中文
鳳梨很好,0,,78.0,朋友在群組打『鳳梨很好』，其實是在祝你『旺來』。,鳳梨,台灣水果與吉祥語,中文
高雄發大財,0,,79.0,高雄經濟發展良好,高雄發大財,台灣政治口號梗 （特指韓國瑜）,中文
松山機車,0,,80.0,去松山機場送機，結果朋友騎機車來，說是『松山機車』。,松山機場,台北機場,中文
九份糾紛,0,,81.0,九份人潮擠到跟朋友走散，回來只剩『糾紛』。,九份,新北知名景點,中文
十分十分,0,,82.0,滿分十分,十分,平溪十分老街/放天燈,中文
日月潭月談,0,,83.0,在日月潭邊聊到半夜，變成一場『月談』。,日月潭,台灣著名湖泊,中文
墾丁肯定,0,,84.0,朋友問要不要去墾丁，我說『肯定』，因為海邊太香。,墾丁,台灣南部海邊景點,中文
花蓮畫臉,0,,85.0,花蓮行程太曬，大家回來像被畫了一張新臉。,花蓮,台灣東部城市,中文
台南太難,0,,86.0,台南小吃選擇太多，決定午餐真的『太難』。,台南,台灣美食之都,中文
台中太重,0,,87.0,台中買伴手禮買到行李超重，真的是『太重』。,台中,台灣中部城市,中文
基隆雞籠,0,,88.0,基隆下雨下到像把自己關進『雞籠』。,基隆,台灣港都,中文
士林試吃,0,,89.0,士林夜市一路試吃，最後只記得『試吃』兩個字。,士林夜市,台北夜市,中文
饒河繞河,0,,90.0,在饒河夜市繞了三圈還沒吃到胡椒餅。,饒河夜市,台北夜市,中文
逢甲逢假,0,,91.0,逢甲夜市人多到像天天放假。,逢甲夜市,台中夜市,中文
東門冬悶,0,,92.0,東門永康街太多人，冬天也悶到流汗。,東門,台北美食商圈/捷運站,中文
永康勇扛,0,,93.0,永康街買太多芒果冰伴手禮，只能『勇扛』回去。,永康街,台北商圈,中文
小籠包小龍包,0,,94.0,店裡說新口味是『小龍包』，裡面包的是龍眼乾。,小籠包,台灣知名點心,中文
鼎泰瘋,0,,95.0,排鼎泰豐排到瘋，朋友說這叫『鼎泰瘋』。,鼎泰豐,台灣知名餐廳品牌,中文
牛肉麵牛肉免,0,,96.0,老闆說今天牛肉麵『牛肉免加價』，大家更想加。,牛肉麵,台灣代表麵食,中文
刈包愛包,0,,97.0,過年拜拜後吃刈包，阿公說這叫『愛包』把福氣包住。,刈包,台灣傳統小吃,中文
肉圓肉完,0,,98.0,彰化肉圓吃到太飽，說『肉完』了明天再戰。,肉圓,台灣小吃,中文
胡椒餅胡叫餅,0,,99.0,排胡椒餅排太久，肚子一直『胡叫』。,胡椒餅,台灣夜市小吃,中文
珍奶真耐,0,,100.0,減肥戒珍奶要『真耐』，但走到便利商店就破功。,珍奶,珍珠奶茶縮寫,中文
芋圓預約,0,,101.0,九份芋圓要排隊，朋友說先『預約』才吃得到。,芋圓,台灣甜品,中文
燒仙草燒先吵,0,,102.0,冬天買燒仙草，排隊時大家先吵哪家最好喝。,燒仙草,台灣冬季甜品,中文
豆花都花,0,,103.0,把豆花加滿配料，整碗看起來『都花』了。,豆花,台灣甜點,中文
愛玉愛遇,0,,104.0,在淡水喝愛玉，剛好遇到老同學，真是『愛遇』。,愛玉,台灣飲品配料,中文
仙草先草,0,,105.0,店員說先加仙草再加奶，簡稱『先草』流程。,仙草,台灣甜品配料,中文
冬瓜茶冬瓜差,0,,106.0,考前喝冬瓜茶，覺得自己跟冬瓜一樣『差』在不夠努力。,冬瓜茶,台灣傳統飲品,中文
黑糖珍珠黑逃珍珠,0,,107.0,減肥時看到黑糖珍珠就想『黑逃』。,黑糖珍珠,飲料配料,中文
鹽酥鹹舒,0,,108.0,吃鹽酥雞配啤酒，整個人都『鹹舒』放鬆。,鹽酥雞,同鹹酥雞,中文
三杯雞三倍雞,0,,109.0,阿姨煮三杯雞放太多肉，說這是『三倍雞』。,三杯雞,台菜,中文
滷味路尾,0,,110.0,買滷味回家路上吃光，袋子只剩『路尾』的湯。,滷味,台灣小吃,中文
鹽水雞嚴肅雞,0,,111.0,健身朋友點鹽水雞，吃法很嚴格，變『嚴肅雞』。,鹽水雞,台灣小吃,中文
雞肉飯機肉飯,0,,112.0,同學用投影機放雞肉飯照片，說是『機肉飯』。,雞肉飯,嘉義名產,中文
嘉義加一,0,,113.0,去嘉義吃雞肉飯，朋友說這趟行程『加一』必去。,嘉義,台灣城市,中文
台鐵太累,0,,114.0,搭台鐵通勤每天都『太累』，但還是離不開。,台鐵,台灣鐵路,中文
高鐵高貼,0,,115.0,搭高鐵買太多貼紙紀念，行李箱變『高貼』。,高鐵,台灣高速鐵路,中文
悠遊卡有油卡,0,,116.0,悠遊卡掉進滷肉飯湯汁裡，變成『有油卡』。,悠遊卡,台灣交通卡,中文
一卡通一咖通,0,,117.0,一卡通被我弄丟一張，朋友笑說『一咖通』就好。,一卡通,高雄/全台交通卡,中文
捷運結運,0,,118.0,捷運誤點大家很焦急，最後都在『結運』抱怨。,捷運,台灣都會捷運,中文
公車功課,0,,119.0,在公車上補功課，結果被晃到字寫歪。,公車,台灣公共交通,中文
機車記錯,0,,120.0,騎機車導航亂報路，整趟都在『記錯』。,機車,台灣常見交通工具,中文
安全帽暗全帽,0,,121.0,夜騎沒反光貼，朋友說你的安全帽是『暗全帽』。,安全帽,機車防護用品,中文
檳榔冰狼,0,,122.0,看到檳榔攤招牌狼頭，朋友喊『冰狼』好酷。,檳榔,台灣常見嗜好品,中文
廟口妙口,0,,123.0,廟口小吃好吃到，阿嬤誇老闆有『妙口』。,廟口,台灣廟前小吃文化,中文
媽祖麻煮,0,,124.0,拜媽祖前阿姨先煮麻油雞，說『麻煮』護身。,媽祖,台灣民間信仰,中文
進香進想,0,,125.0,跟著進香隊伍走一整天，腦袋只剩『進想』睡覺。,進香,台灣宗教活動,中文
遶境繞勁,0,,126.0,遶境走到腿軟，但越走越有『繞勁』。,遶境,台灣宗教遶境,中文
普渡撲肚,0,,127.0,中元普渡拜完，大家撲向餐桌『撲肚』。,普渡,中元節祭祀,中文
中元中員,0,,128.0,中元節公司也拜拜，員工笑說今天是『中員』日。,中元節,台灣民俗節日,中文
拜拜掰掰,0,,129.0,朋友說拜拜後就掰掰，儀式結束要趕場。,拜拜,台灣常用語/祭拜,中文
紅包洪包,0,,130.0,過年紅包塞太滿，變成一個『洪包』。,紅包,農曆新年習俗,中文
春聯純連,0,,131.0,貼春聯貼到歪，阿公說要『純連』心誠才靈。,春聯,過年習俗,中文
年菜黏菜,0,,132.0,年菜吃到最後都黏在鍋底，清洗超痛苦。,年菜,過年大餐,中文
圍爐微爐,0,,133.0,圍爐桌太小像『微爐』，但氣氛超暖。,圍爐,除夕團圓,中文
初一出衣,0,,134.0,初一要穿新衣，大家說今天是『出衣』日。,初一,農曆新年第一天,中文
元宵圓消,0,,135.0,元宵湯圓吃太多，熱量『圓消』不掉。,元宵,元宵節,中文
湯圓糖圓,0,,136.0,阿嬤湯圓煮太甜，說這是『糖圓』更喜氣。,湯圓,元宵節食品,中文
端午短五,0,,137.0,端午連假不夠長，朋友說應該叫『短五』。,端午,端午節,中文
粽子中資,0,,138.0,買一堆粽子囤貨，錢包變『中資』被佔滿。,粽子,端午節食物,中文
立蛋立彈,0,,139.0,端午立蛋立不起來，改用彈珠『立彈』。,立蛋,端午習俗,中文
中秋中求,0,,140.0,中秋烤肉前先求天氣不要下雨，變『中求』。,中秋,中秋節,中文
烤肉考肉,0,,141.0,中秋烤肉烤到像在『考肉』控火學分。,烤肉,台灣中秋習俗,中文
月餅越病,0,,142.0,月餅吃太多，隔天胃『越病』。,月餅,中秋節食品,中文
柚子又紫,0,,143.0,柚子剝太用力手指變紫，大家說『又紫』了。,柚子,中秋節常見水果,中文
雙十雙食,0,,144.0,雙十國慶去看煙火，結果行程全在找吃的『雙食』。,雙十,台灣國慶日,中文
國慶鍋慶,0,,145.0,國慶夜大家圍著火鍋，說今晚是『鍋慶』。,國慶,台灣國慶活動,中文
煙火顏火,0,,146.0,煙火太亮把臉照紅，變成『顏火』。,煙火,節慶表演,中文
跨年誇年,0,,147.0,跨年煙火看完，大家互誇『今年你很棒』。,跨年,跨年活動,中文
倒數到熟,0,,148.0,跨年倒數時烤肉還沒熟，大家喊『到熟！』,倒數,跨年倒數,中文
台灣尚勇台灣上勇,0,,149.0,球賽加油喊到喉嚨痛，大家說我們『上勇』。,台灣尚勇,台灣棒球應援口號,中文
棒球棒求,0,,150.0,打棒球打不好，只好『棒求』隊友原諒。,棒球,台灣熱門運動,中文
中職中值,0,,151.0,看中職比賽太精彩，覺得門票『中值』。,中職,中華職棒聯盟,中文
啦啦隊辣辣隊,0,,152.0,啦啦隊太辣，觀眾說這是『辣辣隊』。,啦啦隊,球場應援文化,中文
應援硬圓,0,,153.0,應援棒打太用力彎了，變『硬圓』。,應援,運動應援,中文
球迷求咪,0,,154.0,球迷太吵被提醒小聲，改成『求咪』模式。,球迷,運動迷,中文
冠軍關君,0,,155.0,朋友輸球不服氣，說冠軍只是『關君』運氣。,冠軍,比賽第一名,中文
台積電太積電,0,,156.0,工程師朋友加班，說公司真的『太積電』積太多事。,台積電,台灣半導體公司TSMC,中文
護國神山護過神山,0,,157.0,大家說護國神山很強，但我只想『護過』期末。,護國神山,形容台積電的稱號,中文
晶片驚騙,0,,158.0,買到假貨說是晶片，其實是『驚騙』。,晶片,半導體元件,中文
科技島柯雞島,0,,159.0,朋友把科技島念錯成『柯雞島』，全場笑翻。,科技島,台灣科技產業形象,中文
工程師工成詩,0,,160.0,工程師寫程式寫到像在作詩，同事說你『工成詩』。,工程師,科技職業,中文
加班家班,0,,161.0,加班加到覺得公司就是第二個家，叫『家班』。,加班,延長工時,中文
爆肝報關,0,,162.0,爆肝到想辭職，朋友說先去『報關』出國休息。,爆肝,過勞,中文
KPI開派,0,,163.0,部門KPI達標就開派對，大家稱它『開派』。,KPI,績效指標,中文
尾牙尾鴨,0,,164.0,尾牙抽獎沒中，只中了一隻烤鴨，叫『尾鴨』。,尾牙,企業年終聚餐,中文
春酒純酒,0,,165.0,春酒喝太多，隔天只剩『純酒』記憶。,春酒,公司新春聚餐,中文
老闆老阪,0,,166.0,老闆講話像大阪腔，大家私下叫他『老阪』。,老闆,主管,中文
同事同事,0,,167.0,同事真的就是同一個事：一起被專案追。,同事,職場同僚,中文
報告爆高,0,,168.0,開會報告太緊張，聲音越講越高變『爆高』。,報告,職場/學校報告,中文
簡報減爆,0,,169.0,簡報做到最後，學會如何『減爆』減少資訊爆炸。,簡報,presentation,中文
期末騎末,0,,170.0,期末週像在騎到世界末日，叫『騎末』。,期末,學期結束考核,中文
期中七中,0,,171.0,期中考壓力大，大家說心情掉到『七中』。,期中,學期中段考,中文
補習不息,0,,172.0,補習到晚上還不息，根本『不息』人生。,補習,台灣補習文化,中文
補教不叫,0,,173.0,補教老師講到沙啞，真的『不叫』了。,補教,補習教育,中文
段考短考,0,,174.0,段考範圍太少還是考爛，叫『短考』也救不了。,段考,學校考試,中文
會考會靠,0,,175.0,會考前大家都說要『會靠』努力。,會考,國中教育會考,中文
學測學測,0,,176.0,學測就是學著測自己的極限。,學測,台灣大學入學考,中文
指考只考,0,,177.0,指考那年我只考數學，朋友說你在『只考』。,指考,台灣舊制升學考,中文
上榜上綁,0,,178.0,上榜後就被家人『上綁』要求再考更好。,上榜,考試錄取,中文
落榜落棒,0,,179.0,落榜像被棒子敲到，變『落棒』。,落榜,未錄取,中文
畢業逼業,0,,180.0,畢業季同時被逼找工作，根本『逼業』。,畢業,學業完成,中文
社團社團,0,,181.0,社團就是社交團練，練到變熟。,社團,校園社團,中文
系烤細烤,0,,182.0,系烤烤肉要慢慢『細烤』才好吃。,系烤,大學系上烤肉活動,中文
迎新贏心,0,,183.0,迎新活動玩得開心，學長姐直接『贏心』。,迎新,新生迎新,中文
系學會洗學會,0,,184.0,系學會辦活動辦到像在洗衣服，一直『洗學會』。,系學會,系上學生會,中文
宿舍速捨,0,,185.0,宿舍退宿那天收拾超快，像在『速捨』。,宿舍,學生住宿,中文
夜衝業衝,0,,186.0,夜衝海邊回來隔天還要上班，真的是『業衝』。,夜衝,台灣年輕人活動,中文
夜唱業唱,0,,187.0,夜唱唱到嗓子壞，隔天工作還得『業唱』。,夜唱,KTV通宵唱歌,中文
KTV客提微,0,,188.0,第一次去KTV不敢大聲，像在『客提微』。,KTV,卡拉OK,中文
包廂包香,0,,189.0,KTV包廂裡大家偷帶鹹酥雞，整間『包香』。,包廂,KTV房間,中文
麥克風賣可瘋,0,,190.0,唱到太嗨想把麥克風拿去賣，叫『賣可瘋』。,麥克風,mic,中文
點歌店哥,0,,191.0,點歌系統當機，店員哥哥幫忙修，變『店哥』。,點歌,KTV選歌,中文
合唱盒唱,0,,192.0,合唱不整齊像在盒子裡唱，叫『盒唱』。,合唱,多人唱歌,中文
走音走陰,0,,193.0,走音走到像陰間，朋友說你『走陰』了。,走音,音準跑掉,中文
嗨歌海哥,0,,194.0,嗨歌一播，全場像海浪一樣，大家叫DJ『海哥』。,嗨歌,派對歌曲,中文
五月天五天宴,0,,195.0,追五月天演唱會連看五天，變『五天宴』。,五月天,台灣樂團Mayday,中文
伍佰五百,0,,196.0,買伍佰演唱會票花了五百多，朋友說『伍佰就是五百』。,伍佰,台灣歌手,中文
周杰倫粥傑倫,0,,197.0,早餐店推出『粥傑倫』套餐，吃粥配歌。,周杰倫,華語歌手Jay Chou,中文
蔡依林菜依林,0,,198.0,便當店寫『菜依林』特餐，全是蔬菜。,蔡依林,台灣歌手Jolin,中文
林俊傑淋俊傑,0,,199.0,演唱會下雨全場被淋，大家變『淋俊傑』。,林俊傑,華語歌手JJ Lin,中文
告五人告五仁,0,,200.0,點心店賣五仁月餅，招牌寫『告五仁』。,告五人,台灣樂團Accusefive,中文
茄芷袋茄子袋,0,,201.0,阿嬤拿茄芷袋去買茄子，孫子說那是『茄子袋』。,茄芷袋,台灣傳統手提袋,中文
藍白拖藍白托,0,,202.0,穿藍白拖去海邊，朋友說你在『藍白托』沙。,藍白拖,台灣拖鞋梗,中文
阿伯阿倍,0,,203.0,市場阿伯開價翻倍，大家叫他『阿倍』。,阿伯,台灣常見稱呼,中文
大叔大輸,0,,204.0,打麻將一直輸，大家叫你『大輸』叔。,大叔,年長男性稱呼,中文
歐巴歐趴,0,,205.0,韓劇歐巴太帥，朋友說看完期末直接歐趴。,歐巴,韓語哥哥/韓流用語,中文
歐趴歐巴,0,,206.0,考試歐趴後，學弟妹叫你『歐巴』。,歐趴,台灣校園用語All pass,中文
宅男災難,0,,207.0,當宅男很舒服，但社交真的『災難』。,宅男,宅文化,中文
宅女宅怒,0,,208.0,宅女被叫出門就宅怒。,宅女,宅文化,中文
魯蛇滷蛇,0,,209.0,滷味店新口味『滷蛇』，朋友說我才是魯蛇。,魯蛇,loser網路用語,中文
邊緣人邊圓人,0,,210.0,聚會站邊邊吃湯圓，變『邊圓人』。,邊緣人,社交邊緣人,中文
小確幸小雀幸,0,,211.0,看到麻雀停窗邊，覺得是『小雀幸』。,小確幸,生活小幸福,中文
內用耐用,0,,212.0,餐廳寫內用，朋友吐槽桌子真的很耐用。,內用,店內用餐,中文
外帶歪待,0,,213.0,外帶杯蓋沒蓋好，歪待一路。,外帶,外帶外送,中文
外送外頌,0,,214.0,外送員一路唱歌送餐，像在『外頌』。,外送,food delivery,中文
熊貓雄貓,0,,215.0,看到外送熊貓制服，朋友說那是『雄貓』很帥。,foodpanda,台灣外送平台熊貓,中文
Uber Eats Uber一吃,0,,216.0,第一次用Uber Eats，朋友說這是『Uber一吃』。,Uber Eats,外送平台,中文
排隊排對,0,,217.0,台灣人最會排隊，排對了就吃得到。,排隊,台灣日常文化,中文
插隊擦隊,0,,218.0,有人插隊被提醒，只好尷尬地『擦隊』走過。,插隊,不守秩序行為,中文
發票發飄,0,,219.0,統一發票中獎沒對到，心情直接發飄。,發票,台灣統一發票制度,中文
統一發票統一發飄,0,,220.0,每次開獎我都飄，朋友說你是『統一發飄』。,統一發票,台灣發票抽獎,中文
載具在據,0,,221.0,載具條碼找不到，店員說你『在據』哪裡？,載具,電子發票載具,中文
收據瘦距,0,,222.0,收據太長塞錢包，錢包瘦了一截距。,收據,消費憑證,中文
店到店電到電,0,,223.0,寄店到店包裹被靜電電到，變『電到電』。,店到店,超商寄取服務,中文
取貨取惑,0,,224.0,取貨通知來太多，開始取惑人生。,取貨,領取包裹,中文
超取超趣,0,,225.0,超商取貨總是很快，覺得超趣。,超取,超商取貨縮寫,中文
蝦皮瞎批,0,,226.0,蝦皮買東西不看評價，結果『瞎批』自己。,蝦皮,台灣常用電商平台,中文
PChome屁衝,0,,227.0,PChome 24h到貨太快，快到像屁衝。,PChome,台灣電商,中文
momo摸摸,0,,228.0,momo購物節買太多，天天在摸摸錢包。,momo,台灣電商平台,中文
團購團夠,0,,229.0,團購真的團夠了，冰箱塞爆。,團購,台灣常見購物方式,中文
免運面運,0,,230.0,免運活動一開，大家面帶好運。,免運,免運費促銷,中文
折扣折扣,0,,231.0,折扣越多越想買，錢包折扣不回來。,折扣,促銷,中文
特價特嫁,0,,232.0,看到特價就想『特嫁』給它。,特價,促銷價格,中文
現折線折,0,,233.0,現折活動太多，腦袋線折。,現折,立即折扣,中文
信用卡信又卡,0,,234.0,刷卡失敗，朋友笑說你是『信又卡』。,信用卡,支付工具,中文
行動支付行動支派,0,,235.0,行動支付到處用，朋友說你是行動支派。,行動支付,手機支付,中文
Apple Pay 阿婆配,0,,236.0,阿婆也會用Apple Pay，大家叫她『阿婆配』。,Apple Pay,行動支付,中文
LINE 賴恩,0,,237.0,朋友把LINE貼圖的熊叫『賴恩』，越講越像。,LINE,台灣常用通訊軟體,中文
貼圖鐵圖,0,,238.0,貼圖傳太多，聊天室像鐵打的圖。,貼圖,messenger stickers,中文
群組群祖,0,,239.0,家族群組像祖宗在看，叫『群祖』。,群組,聊天群組,中文
已讀移毒,0,,240.0,對方已讀不回，心情像被移毒。,已讀,已讀不回現象,中文
未讀味毒,0,,241.0,未讀訊息堆到像味道有毒。,未讀,未讀訊息,中文
訊息迅吸,0,,242.0,訊息一來我就迅速吸進去看。,訊息,message,中文
通知同治,0,,243.0,通知太多像被同治管束。,通知,app通知,中文
限動線動,0,,244.0,IG限動滑到手指線動。,限動,Instagram story,中文
打卡打咖,0,,245.0,打卡時順便打咖啡，最台。,打卡,check-in/簽到,中文
網美旺美,0,,246.0,網美照拍得好，人氣旺到叫『旺美』。,網美,網路美女/網紅,中文
網紅網宏,0,,247.0,朋友自稱網紅，其實只是網路很宏大。,網紅,網路紅人,中文
